chapter_id,title,chars,pair_index,pair_pos,hook_type,hook_tail_quote,reward_signals
CH0063,第63章 宋家庄（七）,3336,32,1,crisis,狠推开，一下又扑向李顺溪。 李顺溪左挡右避，但龚如清的身手仿佛一下变得极其强悍，几个回合后，他居然有些抵挡不住。 他咬咬牙，从腰包里取出一根暗金色锥子，上边刻有细密的繁复花纹。 可看到梨花带雨的龚如清，他又下不来手。毕竟这女子只是被附身而已，这样下手，岂不是等于自己亲手害了一条性命？ 犹豫了下，他马上又被狠狠划了一刀。,
CH0064,第64章 宋家庄（八）,3732,32,2,crisis,又出现在门前，她的身体从正中被砍成两片，此时还残留着一条细长的血线裂缝。 李顺溪面色瞬间青了。 “啊！！”段蒙安吓得赶紧把还站在身边的那个护卫推开。那护卫也是面色青白，身上散发出一股股腐臭。 宁三满头冷汗，一想到自己刚才居然和一堆死尸睡了这么久，他就心头打颤。 “走吧。”路胜看也不看一群护卫小姐，大步朝着厨房门口走去。,
CH0065,第65章 怪异（一）,3409,33,1,reward,这个事实后，他再结合大门前留下的脚印，其中只有他们三人和那个李顺溪的脚印，其余人居然一个也没有。 虽然处于黑夜，一片漆黑，但依旧阻挡不了路胜强大的目力留意到这细节。 前后结合一下，他便有了猜测，之后再一一仔细观察，还有闻到龚如清等人身上的气味，极其稀薄的淡淡气味，和那小女孩宋云娟身上一模一样。 结果自然便八九不离十了。,特效 得到
CH0066,第66章 怪异（二）,3370,33,2,question,异的目光看着路胜。“虽然有不少阳性内功，练到高处都能伤到鬼物，但那是低级鬼物，而且打中几十下能消灭掉一头鬼物，就算不错了。像尸魄这样的鬼物中也算棘手的角色，居然被路兄双掌数十招内打得融化成黑水。李某还是第一次见。” 路胜也有些奇了。 “或许是我所练的功法阳性极强？” “敢问路兄，你练的内功是什么名字？”李顺溪好奇问道。,提升 第 层
CH0067,第67章 选择（一）,3360,34,1,reversal,本就是为了找更强者学习交流，他公孙张兰什么时候打算和我打一场，倒是遂我的意了。”路胜毫不在乎。 “你果真和其他人不同……”老帮主洪明资笑道，“路兄弟实力非凡，我听欧阳长老他们说起过了。不过大家都是一个帮的，抬头不见低头见，没必要弄得这么僵。” “既然老帮主发话，若是和那公孙张兰动手，我便给他留点颜面好了。”路胜随意道。,层 成功 得到
CH0068,第68章 选择（二）,3333,34,2,reversal,代师收徒。 其实洪明资也想过是否要自己收徒，可和路胜交过手之后，感觉两人之间功力相差不太大，他才心中感慨，知道以自己的实力，要当路胜师傅还是有些勉强了。 但看着这一位良才美玉，他又担心其以后又会为了其他武学离开赤鲸帮。 路胜能够因为武学加入赤鲸帮，一旦以后遇到更强武功，未尝不会因此离开。 所以他便想来想去，想出这一招。,推演 第 层 成功 得到
CH0069,第69章 融合（一）,3468,35,1,crisis,，撞翻身后数名壮汉，在地上滑出十多米，才缓缓停下。 连惨叫都没来得及发出声，她整个人便奄奄一息，躺在地上嘴里不断冒着血。 路胜站在原地，看了眼公孙静一起的两侧壮汉，这几人吓得浑身一抖，赶紧让开低头。 “公孙张兰那老家伙老是避开不和我打，这下看他还有什么理由龟缩不出！” 一阵大笑后，路胜带着段蒙安宁三一众人骑马扬长而去。,第 层 统管
CH0070,第70章 融合（二）,3496,35,2,reversal,气，全部被转化成了新内功的内气，其内气总量，在体内激荡不已，雄浑异常。 “既然是融合了两者特点，那么新功法就叫，阴阳玉鹤功吧。”路胜迅速给其命名。 新的阴阳玉鹤功，已经远远不是以前玉鹤功那种低级养生功，而是提升成了路胜也无法预料效果的高级养生功。 融合了多门内功的优点特色，这门新内功刚刚转化完毕，便让路胜感觉到了不同。,突破 提升 推演 融合 特效 第 层 得到
CH0071,第71章 约战（一）,3546,36,1,reversal,乎九成的硬功，都要特制的药汤药丸辅助，而没有这方面的技术，路胜根本不敢将这等关系自家修为性命的关键，交给他人处理。就算是赤阳丹，他也找过医者询问成分。之后还拿兔子尝试过。 所以所有需要辅助药材的硬功都被他略掉。 硬功只有两个书架，一共十五本册子，这便是赤鲸帮收集的全部积累，其中通力境到通意境的都有，但更上的凝神就没了。,提升 推演 融合 特效 第 层
CH0072,第72章 约战（二）,3380,36,2,crisis,上一踩，一股巨大的力道以他为中心，朝着身后船体蔓延出去，坚硬的甲板一瞬间仿佛泛起波浪涟漪。 他整个人如同炮弹飞射出去，双眼闪动兴奋的火花，轰然朝着前方沙滩射去。 那里，站着的公孙张兰后撤躬身，双掌虚合，浑身须发浮动，一股股肌肉筋膜不断发出弓弦般闷响，汇聚大量内劲在双掌之上。 他望着急速射来的路胜，眼底流露出冰冷的杀意。,层
CH0073,第73章 约战（三）,3658,37,1,crisis,了不止一倍。 巨大的力量带动刀刃爆发出震耳欲聋的空气炸裂声。 路胜这一刀，比起之前的所有刀招，强到几乎不像是一个人使的。 公孙张兰只感觉眼皮一片针刺般疼痛，刀刃太快，以至于在他眼中只留下一道残影。 来不及多想，他本能的抬枪挡在身前，枪尖抖动出朵朵枪花。 轰！！！ 刀枪撞击，发出的不是金属交击，而是内劲剧烈的爆炸震荡声。,提升 第 上交
CH0074,第74章 约战（四）,3421,37,2,crisis,。 “是，老大。”宁三赶紧恭敬道，见识了路胜发狂般打死公孙张兰，他对自家老大的敬仰又更一步提升。不过不知不觉间，他又把称呼改成了老大而不是公子。 “说了多少遍，叫我公子！”路胜顿时不满了。 “是是是……公子……”宁三脑门有点冒汗。 一旁的边宿两人面色怪异，想笑但怎么也不敢笑。 路胜懒得搭理几人，下了船去找老帮主两人了。,提升 得到
CH0075,第75章 家事（一）,3330,38,1,reversal,青脸肿走出去也是丢人不是？ “城里分舵里有名有姓的大力士都叫过来了，可大伙都不行了……”段蒙安无奈诉苦道。 路胜也有些不爽，他修习这个九江铁索功已经半个月了，但还是没真正入门。 这门硬功走的是用钝器大力捶打身躯的路子。刚开始找来不少大力士捶打身体，效果好像还行，但现在还差一点入门练到入门时，却发现所谓的大力士不够用了。,第 层 得到
CH0076,第76章 家事（二）,3331,38,2,question,争风吃醋。反正不是安静的主儿，到了这沿山城居然没动静，也让路胜颇为意外。 “巧儿倒是听过五小姐的事……”巧儿有些迟疑道。 “她现在怎么样？我记得家里也给她安排了一间书店作为收入生活吧？”路胜问。 “是……巧儿前不久去买香料时，还在旧唐园那边的街面上见过五小姐。”巧儿声音越来越小，“当时看到她和一个书生公子走在一起……”,提升 第 得到
CH0077,第77章 家事（三）,3397,39,1,crisis,非是婴儿，否则成年人哪里能那么容易杜绝杂念，澄空内心。 可让路胜想不到的是，宋振国端坐下来不过半炷香功夫，居然真的安安静静入了定。 虽然这养生功入门很容易，号称一天就能有气感，但这入定速度未免也太快了吧？ 要知道一旦入了定，很快就容易有气感。 “路师，我感觉有一股细线在胸腹处来回循环自然流动。”刚想完，宋振国便开口了。,推演 融合 第 层
CH0078,第78章 家事（四）,3632,39,2,reversal,而是转移话题。 “天色不早了，我们最好找个地方休息一晚，不然就在这荒郊野外，夜晚的寒露可不是闹着玩的。” “恩，赵叔你看那里，是不是有个村子？”路全安忽然朝着远处右侧指了指。 赵伯跟着望过去，只见墨绿色的山峦之间，官道边上，孤零零的有着一片土墙平房，似乎是个村落。只是看起来有些荒凉破落。 “过去看看，花点钱借助一宿。”,第 层 得到
CH0079,第79章 古村（一）,3395,40,1,reversal,振翅欲飞的凤凰。 “……”路胜心头瞬间卧槽了下。 无数似曾相似的画面在脑海中不断飞掠，但那些画面里都是男的向女的求婚，而让他没想到的是，陈芸熙这么一个大美女，居然主动到这个份上，专门定制了这么一枚精致的白玉扳指，向他求亲。 心头无奈了下，路胜还是冷静下来。 “抱歉，我给不了你想要的生活。”他轻轻将首饰盒合上，推了回去。,第 层
CH0080,第80章 古村（二）,3707,40,2,reversal,恐惧。他心跳得厉害，但怎么也止不住双腿，缓缓朝着那人靠近过去。 “你……你到底……” 哧！ 灯火缓缓被点燃，亮起淡黄色光亮。 “尘心？尘心？” 土屋内路天洋缓缓放下手里的打火石，借着油灯灯光看了看土屋内，天色都微微亮了，路尘心居然没在屋子里。 “这小子，又跑到哪去了？难不成是偷偷和秀秀胡搞了？”他揉了揉眼睛，打个呵欠。,提升 特效 强化 第 层
CH0081,第81章 麻烦（一）,3327,41,1,question,安等车马缓缓驶离后，快到正午时分时，这官道边的村子又迎来一个客人。 灰蒙蒙的天色下，一匹通体没有杂色的黑马，缓步走进小村子。 马上骑着一名气质温和，面带微笑的年轻公子。 “就是这里吗？”这公子脸上微笑不变，仿佛僵硬了一般，始终一个模样。 他一身青衫，手无寸铁，身上也没有悬挂任何兵刃，只有腰间系了一块墨绿翡翠，简洁朴素。,第 层 得到
CH0082,第82章 麻烦（二）,3560,41,2,crisis,持不住，慢慢降低速度。 而前面官道上，路家的车队也远远浮现在视野中，里面人群似乎显得有些乱。 路胜松了口气，抖了抖缰绳，加快速度走过去。但还没走近，他一眼便看到，其中一辆马车上，居然挂着一个大红灯笼。 马车进出的车门上，挂着一个血红色的大灯笼，而透过车窗可以看到，里面隐约还挂了两个一样的红灯笼。 路胜的眼神一下凝固了。,第 层
CH0083,第83章 麻烦（三）,3412,42,1,crisis,极心法产生的高热，很快便将丝带烫得收缩焦掉。 噗。他狠狠将丝带扯断，往前一个翻滚，远离车厢。 刚刚站起身，又是一个红灯笼撞上来。 嘭！ 路胜一口逆血涌上喉头，顺着嘴角流出来，他连退数步，周身热气滚滚，刀刃和双手都全是滚烫内气。 左右看看，还是没找到人。 “怎么？这就没招了？”他笑了起来，指着自己额头，“来，朝这儿打。”,
CH0084,第84章 麻烦（四）,3482,42,2,crisis,也不下马，他脸色极差，没半点血色，经过时老爹路全安他们还没看清楚是他，便很快消失在前面官道上。 一路上路胜又仔细观察了两侧，强撑着剧痛，确定了车队后面的路还算安全，一直到了沿山城，他安排帮众前去接应家中车队，才由玉莲子扶着进了城外的金玉花房。 这里现在已经成了路胜半个据点，还雇了工匠开始在这儿重新建一栋阁楼，方便休息。,层
